food_name,calories_kcal,protein_g,carbs_g,fat_g,sodium_mg,sugar_g
"OYSTER,EASTERN,CANNED",68.0,7.06,3.91,2.47,112.0,0.0
"OYSTER,PACIFIC,RAW",81.0,9.45,4.95,2.3,106.0,0.0
"SCALLOP,MIXED SPECIES,RAW",69.0,12.06,3.18,0.49,392.0,0.0
"SCALLOP,MXD SP,CKD,BREADED&FRIED",216.0,18.07,10.13,10.94,464.0,0.0
"SCALLOP,MXD SP,IMITN,MADE FROM SURIMI",99.0,12.77,10.62,0.41,795.0,0.0
"SQUID,MIXED SPECIES,RAW",92.0,15.58,3.08,1.38,44.0,0.0
"SQUID,MXD SP,CKD,FRIED",175.0,17.94,7.79,7.48,306.0,0.0
"WHELK,UNSPECIFIED,RAW",137.0,23.84,7.76,0.4,206.0,0.0
"WHELK,UNSPEC,CKD,MOIST HEAT",275.0,47.68,15.52,0.8,412.0,0.0
"SALMON,CHINOOK,SMOKED,(LOX),REG",117.0,18.28,0.0,4.32,2000.0,0.0
"SALMON,CHUM,CND,WO/SALT,DRND SOL W/BONE",141.0,21.43,0.0,5.5,75.0,0.0
"SALMON,PINK,CND,WO/SALT,SOL W/BONE&LIQ",139.0,19.78,0.0,6.05,75.0,0.0
"SALMON,SOCKEYE,CND,WO/SALT,DRND SOL W/BONE",153.0,20.47,0.0,7.31,75.0,0.0
"TUNA,LT,CND IN OIL,WO/SALT,DRND SOL",198.0,29.13,0.0,8.21,50.0,0.0
"TUNA,LT,CND IN H2O,WO/SALT,DRND SOL",116.0,25.51,0.0,0.82,50.0,0.0
"TUNA,WHITE,CND IN OIL,WO/SALT,DRND SOL",186.0,26.53,0.0,8.08,50.0,0.0
"TUNA,WHITE,CND IN H2O,WO/SALT,DRND SOL",128.0,23.62,0.0,2.97,50.0,0.0
"BASS,FRESHWATER,MXD SP,CKD,DRY HEAT",146.0,24.18,0.0,4.73,90.0,0.0
"BASS,STRIPED,CKD,DRY HEAT",124.0,22.73,0.0,2.99,88.0,0.0
"BLUEFISH,COOKED,DRY HEAT",159.0,25.69,0.0,5.44,77.0,0.0
"BURBOT,COOKED,DRY HEAT",115.0,24.76,0.0,1.04,124.0,0.0
"BUTTERFISH,CKD,DRY HEAT",187.0,22.15,0.0,10.28,114.0,0.0
"COD,PACIFIC,CKD,DRY HEAT",85.0,18.73,0.0,0.5,372.0,0.0
"CUSK,COOKED,DRY HEAT",112.0,24.35,0.0,0.88,40.0,0.0
"DOLPHINFISH,CKD,DRY HEAT",109.0,23.72,0.0,0.9,113.0,0.0
"DRUM,FRESHWATER,CKD,DRY HEAT",153.0,22.49,0.0,6.32,96.0,0.0
"HALIBUT,GREENLAND,CKD,DRY HEAT",239.0,18.42,0.0,17.74,103.0,0.0
"HERRING,PACIFIC,CKD,DRY HEAT",250.0,21.01,0.0,17.79,95.0,0.0
"LING,COOKED,DRY HEAT",111.0,24.35,0.0,0.82,173.0,0.0
"LINGCOD,COOKED,DRY HEAT",109.0,22.64,0.0,1.36,76.0,0.0
"MACKEREL,KING,CKD,DRY HEAT",134.0,26.0,0.0,2.56,203.0,0.0
"MACKEREL,PACIFIC&JACK,MXD SP,CKD,DRY HEAT",201.0,25.73,0.0,10.12,110.0,0.0
"MILKFISH,COOKED,DRY HEAT",190.0,26.32,0.0,8.63,92.0,0.0
"MONKFISH,COOKED,DRY HEAT",97.0,18.56,0.0,1.95,23.0,0.0
"PIKE,WALLEYE,CKD,DRY HEAT",119.0,24.54,0.0,1.56,65.0,0.0
"POLLOCK,ATLANTIC,CKD,DRY HEAT",118.0,24.92,0.0,1.26,110.0,0.0
"POUT,OCEAN,CKD,DRY HEAT",102.0,21.33,0.0,1.17,78.0,0.0
"ROE,MXD SP,CKD,DRY HEAT",204.0,28.62,1.92,8.23,117.0,0.0
"SABLEFISH,COOKED,DRY HEAT",250.0,17.19,0.0,19.62,72.0,0.0
"SALMON,ATLANTIC,WILD,CKD,DRY HEAT",182.0,25.44,0.0,8.13,56.0,0.0
"SALMON,CHINOOK,CKD,DRY HEAT",231.0,25.72,0.0,13.38,60.0,0.0
"SALMON,CHUM,CKD,DRY HEAT",154.0,25.82,0.0,4.83,64.0,0.0
"SALMON,PINK,CKD,DRY HEAT",153.0,24.58,0.0,5.28,90.0,0.0
"SCUP,COOKED,DRY HEAT",135.0,24.21,0.0,3.5,54.0,0.0
"SEATROUT,MXD SP,CKD,DRY HEAT",133.0,21.46,0.0,4.63,74.0,0.0
"SHAD,AMERICAN,CKD,DRY HEAT",252.0,21.71,0.0,17.65,65.0,0.0
"SPOT,COOKED,DRY HEAT",158.0,23.73,0.0,6.28,37.0,0.0
"SUCKER,WHITE,CKD,DRY HEAT",119.0,21.49,0.0,2.97,51.0,0.0
"SUNFISH,PUMPKIN SD,CKD,DRY HEAT",114.0,24.87,0.0,0.9,103.0,0.0
"TROUT,MXD SP,CKD,DRY HEAT",190.0,26.63,0.0,8.47,67.0,0.0
"TUNA,SKIPJACK,FRSH,CKD,DRY HEAT",132.0,28.21,0.0,1.29,47.0,0.0
"TUNA,YELLOWFIN,FRSH,CKD,DRY HEAT",130.0,29.15,0.0,0.59,54.0,0.0
"TURBOT,EUROPEAN,CKD,DRY HEAT",122.0,20.58,0.0,3.78,192.0,0.0
"WHITEFISH,MXD SP,CKD,DRY HEAT",172.0,24.47,0.0,7.51,65.0,0.0
"WOLFFISH,ATLANTIC,CKD,DRY HEAT",123.0,22.44,0.0,3.06,109.0,0.0
"YELLOWTAIL,MXD SP,CKD,DRY HEAT",187.0,29.67,0.0,6.72,50.0,0.0
"CRAB,DUNGENESS,CKD,MOIST HEAT",110.0,22.32,0.95,1.24,378.0,0.0
"CRAB,QUEEN,CKD,MOIST HEAT",115.0,23.72,0.0,1.51,691.0,0.0
"SPINY LOBSTER,MXD SP,CKD,MOIST HEAT",143.0,26.41,3.12,1.94,227.0,0.0
"CUTTLEFISH,MXD SP,CKD,MOIST HEAT",158.0,32.48,1.64,1.4,744.0,0.0
"OCTOPUS,COMMON,CKD,MOIST HEAT",164.0,29.82,4.4,2.08,460.0,0.0
"OYSTER,PACIFIC,CKD,MOIST HEAT",163.0,18.9,9.9,4.6,212.0,0.0
"ROUGHY,ORANGE,CKD,DRY HEAT",105.0,22.64,0.0,0.9,69.0,0.0
"CATFISH,CHANNEL,WILD,CKD,DRY HEAT",105.0,18.47,0.0,2.85,50.0,0.0
"CATFISH,CHANNEL,FARMED,RAW",119.0,15.23,0.0,5.94,98.0,0.0
"CATFISH,CHANNEL,FARMED,CKD,DRY HEAT",144.0,18.44,0.0,7.19,119.0,0.0
"SALMON,ATLANTIC,FARMED,RAW",208.0,20.42,0.0,13.42,59.0,0.0
"SALMON,ATLANTIC,FARMED,CKD,DRY HEAT",206.0,22.1,0.0,12.35,61.0,0.0
"SALMON,COHO,FARMED,RAW",160.0,21.27,0.0,7.67,47.0,0.0
"SALMON,COHO,FARMED,CKD,DRY HEAT",178.0,24.3,0.0,8.23,52.0,0.0
"TROUT,RAINBOW,FARMED,RAW",141.0,19.94,0.0,6.18,51.0,0.0
"TROUT,RAINBOW,FARMED,CKD,DRY HEAT",168.0,23.8,0.0,7.38,61.0,0.0
"CRAYFISH,MXD SP,FARMED,RAW",72.0,14.85,0.0,0.97,62.0,0.0
"CRAYFISH,MXD SP,FARMED,CKD,MOIST HEAT",87.0,17.52,0.0,1.3,97.0,0.0
"OYSTER,EASTERN,WILD,CKD,DRY HEAT",79.0,8.87,4.23,2.65,132.0,0.0
"OYSTER,EASTERN,FARMED,RAW",59.0,5.22,5.53,1.55,178.0,0.0
"OYSTER,EASTERN,FARMED,CKD,DRY HEAT",79.0,7.0,7.28,2.12,163.0,0.0
"SALMON,COHO,WILD,CKD,DRY HEAT",139.0,23.45,0.0,4.3,58.0,0.0
"CONCH,BAKED OR BROILED",130.0,26.3,1.7,1.2,153.0,0.0
"USDA COMMODITY,SALMON NUGGETS,BREADED,FRZ,HTD",212.0,12.69,13.96,11.72,173.0,0.0
"USDA COMMODITY,SALMON NUGGETS,CKD AS PURCHASED,UNHTD",189.0,11.97,11.85,10.43,167.0,0.0
"SALMON,SOCKEYE,CND,TOTAL CAN CONTENTS",153.0,20.63,0.0,7.17,433.0,0.0
"FISH,SALMON,PINK,CND,DRND SOL",138.0,23.1,0.0,5.02,381.0,0.0
"FISH,TILAPIA,RAW",96.0,20.08,0.0,1.7,52.0,0.0
"FISH,TILAPIA,CKD,DRY HEAT",128.0,26.15,0.0,2.65,56.0,0.0
"SALMON,SOCKEYE,CND,DRND SOL,WO/ SKN & BONES",158.0,26.33,0.0,5.87,386.0,0.0
"FISH,SALMON,PINK,CND,DRND SOL,WO/ SKN & BONES",136.0,24.62,0.0,4.21,378.0,0.0
"BEANS,ADZUKI,MATURE SEEDS,RAW",329.0,19.87,62.9,0.53,5.0,0.0
"BEANS,ADZUKI,MATURE SEEDS,CKD,BLD,WO/SALT",128.0,7.52,24.77,0.1,8.0,0.0
"BEANS,ADZUKI,MATURE SEEDS,CND,SWTND",237.0,3.8,55.01,0.03,218.0,0.0
"BEANS,ADZUKI,YOKAN,MATURE SEEDS",260.0,3.29,60.72,0.12,83.0,0.0
"BEANS,BAKED,HOME PREPARED",155.0,5.54,21.63,5.15,422.0,0.0
"BEANS,BKD,CND,PLN OR VEGETARIAN",94.0,4.75,21.14,0.37,343.0,0.0
"BEANS,BKD,CND,W/BF",121.0,6.38,16.91,3.45,475.0,0.0
"BEANS,BKD,CND,W/FRANKS",142.0,6.75,15.39,6.57,430.0,0.0
"BEANS,BKD,CND,W/PORK",106.0,5.19,19.99,1.55,414.0,0.0
"BEANS,BKD,CND,W/PORK&SWT SAU",112.0,5.29,21.12,1.44,334.0,0.0
"BEANS,BKD,CND,W/PORK&TOMATO SAU",94.0,5.15,18.69,0.93,437.0,0.0
"BEANS,BLACK,MATURE SEEDS,RAW",341.0,21.6,62.36,1.42,5.0,0.0
"BEANS,BLACK,MATURE SEEDS,CKD,BLD,WO/SALT",132.0,8.86,23.71,0.54,1.0,0.0
"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,RAW",339.0,21.25,63.25,0.9,9.0,0.0
"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,CKD,BLD,WO/SALT",130.0,8.18,24.35,0.35,3.0,0.0
"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,CND",91.0,6.03,16.56,0.29,384.0,0.0
"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,RAW",335.0,23.03,60.05,1.23,6.0,0.0
"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CKD,BLD,WO/SALT",136.0,9.34,24.46,0.46,1.0,0.0
"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CND",83.0,5.54,15.12,0.28,332.0,0.0
"BEANS,FRENCH,MATURE SEEDS,RAW",343.0,18.81,64.11,2.02,18.0,0.0
"BEANS,FRENCH,MATURE SEEDS,CKD,BLD,WO/SALT",129.0,7.05,24.02,0.76,6.0,0.0
"BEANS,GREAT NORTHERN,MATURE SEEDS,RAW",339.0,21.86,62.37,1.14,14.0,0.0
"BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,WO/SALT",118.0,8.33,21.09,0.45,2.0,0.0
"BEANS,GREAT NORTHERN,MATURE SEEDS,CND",114.0,7.37,21.02,0.39,4.0,0.0
"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,RAW",333.0,23.58,60.01,0.83,24.0,0.0
"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,WO/SALT",127.0,8.67,22.8,0.5,1.0,0.0
"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CND",82.0,5.22,14.5,0.6,296.0,0.0
"BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,RAW",330.0,24.37,59.8,0.25,11.0,0.0
"BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,CKD,BLD,WO/SALT",124.0,9.13,22.41,0.09,4.0,0.0
"BEANS,KIDNEY,RED,MATURE SEEDS,RAW",337.0,22.53,61.29,1.06,12.0,0.0
"BEANS,KIDNEY,RED,MATURE SEEDS,CKD,BLD,WO/SALT",127.0,8.67,22.8,0.5,2.0,0.0
"BEANS,KIDNEY,RED,MATURE SEEDS,CND,SOL & LIQUIDS",81.0,5.22,14.83,0.36,256.0,0.0
"BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,RAW",329.0,25.33,58.33,0.45,13.0,0.0
"BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,CKD,BLD,WO/SALT",123.0,9.49,21.85,0.17,5.0,0.0
"BEANS,NAVY,MATURE SEEDS,RAW",337.0,22.33,60.75,1.5,5.0,0.0
"BEANS,NAVY,MATURE SEEDS,CKD,BLD,WO/SALT",140.0,8.23,26.05,0.62,0.0,0.0
"BEANS,NAVY,MATURE SEEDS,CND",113.0,7.53,20.45,0.43,448.0,0.0
"BEANS,PINK,MATURE SEEDS,RAW",343.0,20.96,64.19,1.13,8.0,0.0
"BEANS,PINK,MATURE SEEDS,CKD,BLD,WO/SALT",149.0,9.06,27.91,0.49,2.0,0.0
"BEANS,PINTO,MATURE SEEDS,RAW",347.0,21.42,62.55,1.23,12.0,0.0
"BEANS,PINTO,MATURE SEEDS,CKD,BLD,WO/SALT",143.0,9.01,26.22,0.65,1.0,0.0
"BEANS,PINTO,MATURE SEEDS,CND,SOL & LIQUIDS",82.0,4.6,15.18,0.56,268.0,0.0
"BEANS,SML WHITE,MATURE SEEDS,RAW",336.0,21.11,62.25,1.18,12.0,0.0
"BEANS,SML WHITE,MATURE SEEDS,CKD,BLD,WO/SALT",142.0,8.97,25.81,0.64,2.0,0.0
"BEANS,YEL,MATURE SEEDS,RAW",345.0,22.0,60.7,2.6,12.0,0.0
"BEANS,YEL,MATURE SEEDS,CKD,BLD,WO/SALT",144.0,9.16,25.27,1.08,5.0,0.0
"BEANS,WHITE,MATURE SEEDS,RAW",333.0,23.36,60.27,0.85,16.0,0.0
"BEANS,WHITE,MATURE SEEDS,CKD,BLD,WO/SALT",139.0,9.73,25.09,0.35,6.0,0.0
"BEANS,WHITE,MATURE SEEDS,CND",114.0,7.26,21.2,0.29,5.0,0.0
"BROADBEANS (FAVA BEANS),MATURE SEEDS,RAW",341.0,26.12,58.29,1.53,13.0,0.0
"BROADBEANS (FAVA BNS),MATURE SEEDS,CKD,BLD,WO/SALT",110.0,7.6,19.65,0.4,5.0,0.0
"BROADBEANS (FAVA BNS),MATURE SEEDS,CND",71.0,5.47,12.41,0.22,453.0,0.0
CAROB FLOUR,222.0,4.62,88.88,0.65,35.0,0.0
"CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,RAW",364.0,19.3,60.65,6.04,24.0,0.0
"CHICKPEAS ,MATURE SEEDS,CKD,BLD,WO/SALT",164.0,8.86,27.42,2.59,7.0,0.0
"CHICKPEAS (GARBANZO BNS,BENGAL GRAM),MATURE SDS,CND,SOL&LIQ",88.0,4.92,13.49,1.95,278.0,0.0
"CHILI WITH BEANS,CANNED",112.0,5.71,11.91,5.49,522.0,0.0
"COWPEAS,CATJANG,MATURE SEEDS,RAW",343.0,23.85,59.64,2.07,58.0,0.0
"COWPEAS,CATJANG,MATURE SEEDS,CKD,BLD,WO/SALT",117.0,8.13,20.32,0.71,19.0,0.0
"COWPEAS,COMMON (BLACKEYES,CROWDER,SOUTHERN),MTRE SEEDS,RAW",336.0,23.52,60.03,1.26,16.0,0.0
"COWPEAS,COMMON (BLKEYES,CRWDR,STHRN),MTURE,CKD,BLD,WO/SALT",116.0,7.73,20.76,0.53,4.0,0.0
"COWPEAS,COMMON,MATURE SEEDS,CND,PLN",77.0,4.74,13.63,0.55,299.0,0.0
"COWPEAS,COMMON,MATURE SEEDS,CND W/PORK",83.0,2.74,16.53,1.6,350.0,0.0
"HYACINTH BNS,MATURE SEEDS,RAW",344.0,23.9,60.74,1.69,21.0,0.0
"HYACINTH BNS,MATURE SEEDS,CKD,BLD,WO/SALT",117.0,8.14,20.69,0.58,7.0,0.0
"LENTILS,RAW",353.0,25.8,60.08,1.06,6.0,0.0
"LENTILS,MATURE SEEDS,CKD,BLD,WO/SALT",116.0,9.02,20.13,0.38,2.0,0.0
"LIMA BNS,LRG,MATURE SEEDS,RAW",338.0,21.46,63.38,0.69,18.0,0.0
"LIMA BNS,LRG,MATURE SEEDS,CKD,BLD,WO/SALT",115.0,7.8,20.88,0.38,2.0,0.0
"LIMA BNS,LRG,MATURE SEEDS,CND",79.0,4.93,14.91,0.17,336.0,0.0
"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,RAW",335.0,20.62,62.83,0.93,13.0,0.0
"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,CKD,BLD,WO/SALT",126.0,8.04,23.31,0.38,3.0,0.0
"LUPINS,MATURE SEEDS,RAW",371.0,36.17,40.38,9.74,15.0,0.0
"LUPINS,MATURE SEEDS,CKD,BLD,WO/ SALT",119.0,15.57,9.88,2.92,4.0,0.0
"MOTHBEANS,MATURE SEEDS,RAW",343.0,22.94,61.52,1.61,30.0,0.0
"MOTHBEANS,MATURE SEEDS,CKD,BLD,WO/SALT",117.0,7.81,20.96,0.55,10.0,0.0
"MUNG BNS,MATURE SEEDS,RAW",347.0,23.86,62.62,1.15,15.0,0.0
"MUNG BNS,MATURE SEEDS,CKD,BLD,WO/SALT",105.0,7.02,19.15,0.38,2.0,0.0
"NOODLES,CHINESE,CELLOPHANE OR LONG RICE (MUNG BNS),DEHYD",351.0,0.16,86.09,0.06,10.0,0.0
"MUNGO BNS,MATURE SEEDS,RAW",341.0,25.21,58.99,1.64,38.0,0.0
"MUNGO BNS,MATURE SEEDS,CKD,BLD,WO/SALT",105.0,7.54,18.34,0.55,7.0,0.0
"PEAS,SPLIT,MATURE SEEDS,RAW",341.0,24.55,60.37,1.16,15.0,0.0
"PEAS,SPLIT,MATURE SEEDS,CKD,BLD,WO/SALT",118.0,8.34,21.1,0.39,2.0,0.0
"PEANUTS,ALL TYPES,RAW",567.0,25.8,16.13,49.24,18.0,0.0
"PEANUTS,ALL TYPES,CKD,BLD,W/SALT",318.0,13.5,21.26,22.01,751.0,0.0
"PEANUTS,ALL TYPES,OIL-ROASTED,W/SALT",599.0,28.03,15.26,52.5,420.0,0.0
"PEANUTS,ALL TYPES,DRY-ROASTED,W/SALT",585.0,23.68,21.51,49.66,679.0,0.0
"PEANUTS,SPANISH,RAW",570.0,26.15,15.82,49.6,22.0,0.0
"PEANUTS,SPANISH,OIL-ROASTED,W/SALT",579.0,28.01,17.45,49.04,433.0,0.0
"PEANUTS,VALENCIA,RAW",570.0,25.09,20.91,47.58,1.0,0.0
"PEANUTS,VALENCIA,OIL-ROASTED,W/SALT",589.0,27.04,16.3,51.24,772.0,0.0
"PEANUTS,VIRGINIA,RAW",563.0,25.19,16.54,48.75,10.0,0.0
"PEANUTS,VIRGINIA,OIL-ROASTED,W/SALT",578.0,25.87,19.86,48.62,433.0,0.0
"PEANUT BUTTER,CHUNK STYLE,W/SALT",589.0,24.06,21.57,49.94,486.0,0.0
"PEANUT BUTTER,SMOOTH STYLE,W/ SALT",588.0,25.09,19.56,50.39,459.0,0.0
"PEANUT FLOUR,DEFATTED",327.0,52.2,34.7,0.55,180.0,0.0
"PEANUT FLOUR,LOW FAT",428.0,33.8,31.27,21.9,1.0,0.0
"PIGEON PEAS (RED GM),MATURE SEEDS,RAW",343.0,21.7,62.78,1.49,17.0,0.0
"PIGEON PEAS (RED GM),MATURE SEEDS,CKD,BLD,WO/SALT",121.0,6.76,23.25,0.38,5.0,0.0
"REFRIED BNS,CND,TRADITIONAL STYLE (INCLUDES USDA COMMODITY)",91.0,5.41,15.26,1.17,449.0,0.0
"BACON,MEATLESS",310.0,10.68,6.32,29.52,1465.0,0.0
MEAT EXTENDER,313.0,38.11,38.32,2.97,10.0,0.0
"SAUSAGE,MEATLESS",257.0,18.53,9.84,18.16,888.0,0.0
"SOYBEANS,MATURE SEEDS,RAW",446.0,36.49,30.16,19.94,2.0,0.0
"SOYBEANS,MATURE CKD,BLD,WO/SALT",173.0,16.64,9.93,8.97,1.0,0.0
"SOYBEANS,MATURE SEEDS,RSTD,SALTED",471.0,35.22,33.55,25.4,163.0,0.0
"SOYBEANS,MATURE SEEDS,DRY RSTD",451.0,39.58,32.72,21.62,2.0,0.0
MISO,199.0,11.69,26.47,6.01,3728.0,0.0
NATTO,212.0,17.72,14.36,11.0,7.0,0.0
TEMPEH,193.0,18.54,9.39,10.8,9.0,0.0
"SOY FLOUR,FULL-FAT,RAW",436.0,34.54,35.19,20.65,13.0,0.0
"SOY FLR,FULL-FAT,RSTD",441.0,34.8,33.67,21.86,12.0,0.0
"SOY FLOUR,DEFATTED",330.0,47.01,38.37,1.22,20.0,0.0
"SOY FLOUR,LOW-FAT",375.0,45.51,34.93,8.9,9.0,0.0
"SOY MEAL,DEFATTED,RAW",339.0,44.95,40.14,2.39,3.0,0.0
"SOYMILK,ORIGINAL & VANILLA,UNFORTIFIED",54.0,3.27,6.28,1.75,51.0,0.0
"SOY PROT CONC,PRODUCED BY ALCOHOL EXTRACTION",331.0,58.13,30.91,0.46,3.0,0.0
SOY PROTEIN ISOLATE,338.0,80.69,7.36,3.39,1005.0,0.0
SOY SAU MADE FROM SOY&WHEAT (SHOYU),53.0,6.28,7.61,0.04,5637.0,0.0
SOY SAU MADE FROM SOY (TAMARI),60.0,10.51,5.57,0.1,5586.0,0.0
SOY SAU MADE FROM HYDROLYZED VEG PROT,40.0,2.43,7.73,0.08,5689.0,0.0
"TOFU,FIRM,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",70.0,8.19,1.69,4.17,12.0,0.0
"TOFU,SOFT,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",61.0,6.55,1.8,3.69,8.0,0.0
"TOFU,DRIED-FROZEN (KOYADOFU)",480.0,47.94,14.56,30.34,6.0,0.0
"TOFU,FRIED",271.0,17.19,10.49,20.18,16.0,0.0
OKARA,77.0,3.22,12.54,1.73,9.0,0.0
"TOFU,SALTED&FERMENTED (FUYU)",116.0,8.15,5.15,8.0,2873.0,0.0
"YARDLONG BNS,MATURE SEEDS,RAW",347.0,24.33,61.91,1.31,17.0,0.0
"YARDLONG BNS,MATURE SEEDS,CKD,BLD,WO/SALT",118.0,8.29,21.09,0.45,5.0,0.0
"WINGED BNS,MATURE SEEDS,RAW",409.0,29.65,41.71,16.32,38.0,0.0
"WINGED BNS,MATURE SEEDS,CKD,BLD,WO/ SALT",147.0,10.62,14.94,5.84,13.0,0.0
"HUMMUS,HOME PREP",177.0,4.86,20.12,8.59,242.0,0.0
"FALAFEL,HOME-PREPARED",333.0,13.31,31.84,17.8,294.0,0.0
"SOYMILK,ORIGINAL & VANILLA,W/ ADDED CA,VITAMINS A & D",43.0,2.6,4.92,1.47,47.0,0.0
"LENTILS,PINK,RAW",345.0,24.95,59.15,2.17,7.0,0.0
"BEANS,RED,KIDNEY,MATURE SEEDS,CND,DRND SOL",124.0,7.98,21.49,1.05,231.0,0.0
"BEANS,PINTO,CND,DRND SOL",114.0,6.99,20.22,0.9,239.0,0.0
VEGGIE BURGERS OR SOYBURGERS  UNPREP,177.0,15.7,14.27,6.3,569.0,0.0
"PEANUT SPRD,RED SUGAR",650.0,24.8,14.23,54.89,447.0,0.0
"PEANUT BUTTER,SMOOTH,RED FAT",520.0,25.9,35.65,34.0,540.0,0.0
"ENSURE FIBER W/ FOS,LIQ",101.0,3.43,16.36,2.38,78.0,0.0
"PEANUT BUTTER,SMOOTH,VIT & MINERAL FORT",591.0,25.72,18.75,50.81,420.0,0.0
"PEANUT BUTTER,CHUNKY,VITAMIN&MINERAL FORT",593.0,26.06,17.69,51.47,366.0,0.0
CHICKPEA FLOUR (BESAN),387.0,22.39,57.82,6.69,64.0,0.0
"HUMMUS,COMMERCIAL",166.0,7.9,14.29,9.6,379.0,0.0
"MORI-NU,TOFU,SILKEN,SOFT",55.0,4.8,2.9,2.7,5.0,0.0
"MORI-NU,TOFU,SILKEN,FIRM",62.0,6.9,2.4,2.7,36.0,0.0
"MORI-NU,TOFU,SILKEN,EX FIRM",55.0,7.4,2.0,1.9,63.0,0.0
"SOYMILK,CHOC,UNFORTIFIED",63.0,2.26,9.95,1.53,53.0,0.0
"USDA CMDTY,PNUT BUTTER,SMOOTH",588.0,21.93,23.98,49.54,476.0,0.0
"SOYMILK,CHOC,W/ ADDED CA,VITAMINS A & D",63.0,2.26,9.95,1.53,53.0,0.0
"REFRIED BNS,CND,VEGETARIAN",83.0,5.28,13.5,0.87,430.0,0.0
"REFRIED BNS,CND,FAT-FREE",79.0,5.34,13.5,0.45,438.0,0.0
"FRIJOLES ROJOS VOLTEADOS (REFRIED BNS,RED,CANNED)",144.0,5.0,15.47,6.93,375.0,0.0
"TEMPEH,CKD",196.0,18.19,9.35,11.38,14.0,0.0
"SOY PROT ISOLATE,PROT TECHNOLOGIES INTERNATIONAL,SUPRO",388.0,87.75,0.0,4.0,1188.0,0.0
"SOY PROT ISOLATE,PROT TECHNOLOGIES INTERNATIONAL,PROPLUS",380.0,86.0,0.0,4.0,40.0,0.0
"CAMPBELL SOUP CO.,CAMPBELL'S BRN SUGAR&BACON FLAV BKD BNS",123.0,3.85,23.08,1.92,362.0,0.0
"CAMPBELL SOUP COMPANY,CAMPBELL'S PORK & BNS",108.0,4.62,19.23,1.15,338.0,0.0
"CAMPBELL SOUP COMPANY,PACE,TRADITIONAL REFRIED BNS",67.0,4.17,10.83,0.0,575.0,0.0
"CAMPBELL SOUP COMPANY,PACE,SALSA REFRIED BNS",60.0,3.33,11.67,0.0,492.0,0.0
"CAMPBELL SOUP COMPANY,PACE,SPICY JALAPENO REFRIED BNS",63.0,4.17,11.67,0.0,492.0,0.0
"VITASOY USA,ORGANIC NASOYA EX FIRM TOFU",98.0,10.1,2.6,5.2,4.0,0.0
"VITASOY USA,ORGANIC NASOYA FIRM TOFU",84.0,8.9,2.3,4.4,4.0,0.0
VITASOY USA  ORGANIC NASOYA SILKEN TOFU,47.0,4.8,1.4,2.5,2.0,0.0
"VITASOY USA,VITASOY ORGANIC CREAMY ORIGINAL SOYMILK",44.0,2.9,4.5,1.6,66.0,0.0
"VITASOY USA,VITASOY ORGNAIC CLASSIC ORIGINAL SOYMILK",47.0,3.2,4.5,1.8,66.0,0.0
"VITASOY USA,VITASOY LT VANILLA SOYMILK",30.0,1.6,4.1,0.82,49.0,0.0
"SOYMILK (ALL FLAVORS),UNSWTND,W/ ADDED CA,VITAMINS A & D",33.0,2.86,1.74,1.61,37.0,0.0
"SOYMILK (ALL FLAVORS),ENHANCED",45.0,2.94,3.45,1.99,50.0,0.0
"SOYMILK,ORIGINAL & VANILLA,LT,W/ ADDED CA,VITAMINS A & D",30.0,2.38,3.51,0.77,48.0,0.0
"SOYMILK,CHOC & OTHER FLAVORS,LT,W/ ADDED CA,VITAMINS A & D",47.0,2.1,8.24,0.64,46.0,0.0
"SOYMILK,ORIGINAL & VANILLA,LT,UNSWTND,W/ ADDED CA,VIT A & D",34.0,2.62,3.85,0.85,63.0,0.0
"SOYMILK (ALL FLAVORS),LOWFAT,W/ ADDED CA,VITAMINS A & D",43.0,1.65,7.2,0.62,37.0,0.0
"SOYMILK (ALL FLAVORS),NONFAT,W/ ADDED CA,VITAMINS A & D",28.0,2.47,4.14,0.04,57.0,0.0
"SOYMILK,CHOC,NONFAT,W/ ADDED CA,VITAMINS A & D",44.0,2.47,8.51,0.04,57.0,0.0
"SILK PLN,SOYMILK",41.0,2.88,3.29,1.65,49.0,0.0
"SILK VANILLA,SOYMILK",41.0,2.47,4.12,1.44,39.0,0.0
